,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Poya,NC,-21.35,165.15,78.13,65,22,9.6,few clouds
457,Punganuru,IN,13.3667,78.5833,79.72,67,86,4.54,overcast clouds
458,Kailua,US,21.4022,-157.7394,80.58,70,20,5.75,few clouds
459,Kavieng,PG,-2.5744,150.7967,84.97,66,54,15.77,broken clouds
460,Emba,KZ,48.8264,58.1442,44.22,52,3,3.83,clear sky
461,Bereda,ES,43.2686,-7.5406,59.41,100,100,2.24,overcast clouds
462,Kashan,IR,33.9831,51.4364,65.79,24,0,0.0,clear sky
463,Pasni,PK,25.2631,63.471,82.72,50,10,8.75,clear sky
464,Ilhabela,BR,-23.7781,-45.3581,68.67,90,100,3.83,overcast clouds
465,Cabo San Lucas,MX,22.8909,-109.9124,79.05,71,6,1.99,clear sky
466,Melo,UY,-32.3667,-54.1833,59.72,87,100,15.84,overcast clouds
467,Olafsvik,IS,64.8945,-23.7142,43.77,70,86,14.38,overcast clouds
468,Leningradskiy,RU,69.3833,178.4167,15.26,91,100,5.64,overcast clouds
469,Birin,NP,26.8865,88.0718,69.03,52,0,4.85,clear sky
470,Lochem,NL,52.1592,6.4111,59.4,98,100,5.08,overcast clouds
471,Kara-Tyube,RU,44.6336,45.4369,52.5,76,59,3.06,broken clouds
472,Broken Hill,AU,-31.95,141.4333,67.8,37,91,15.41,light rain
473,Marzuq,YE,14.4,46.4667,72.93,33,0,2.42,clear sky
474,Susanville,US,40.4163,-120.653,48.81,39,64,4.07,broken clouds
475,Coahuayana,MX,18.7333,-103.6833,76.86,93,100,2.26,moderate rain
476,Kamloops,CA,50.6665,-120.3192,50.99,71,75,5.75,broken clouds
477,Macusani,PE,-14.0833,-70.4333,35.74,89,83,2.55,broken clouds
478,Leshukonskoye,RU,64.8989,45.7622,41.05,91,100,10.27,overcast clouds
479,Buin,CL,-33.7333,-70.75,56.73,92,0,1.63,clear sky
480,Taoudenni,ML,22.6783,-3.9836,80.76,18,2,10.36,clear sky
481,Kashi,CN,39.4547,75.9797,63.61,25,93,2.24,overcast clouds
482,Plettenberg Bay,ZA,-34.0527,23.3716,62.29,86,100,1.32,overcast clouds
483,Chazuta,PE,-6.5742,-76.1367,72.1,97,78,2.37,broken clouds
484,Manaquiri,BR,-3.3167,-60.35,75.65,95,95,1.7,overcast clouds
485,Melfi,IT,40.9965,15.6514,55.83,70,0,2.37,clear sky
486,Karratha,AU,-20.7377,116.8463,87.75,23,1,17.09,clear sky
487,Odweyne,SO,9.4092,45.064,72.93,41,83,6.22,broken clouds
488,Kushima,JP,31.4583,131.2333,69.8,68,92,1.28,overcast clouds
489,Kapit,MY,2.0167,112.9333,87.58,65,94,2.91,overcast clouds
490,Feijo,BR,-8.1642,-70.3536,72.45,97,100,1.14,overcast clouds
491,Valparaiso,CL,-33.0393,-71.6273,53.24,87,75,3.44,broken clouds
492,Port Lincoln,AU,-34.7333,135.8667,62.1,80,94,15.5,overcast clouds
493,Glenwood Springs,US,39.5505,-107.3248,52.07,51,0,3.44,clear sky
494,Kununurra,AU,-15.7667,128.7333,96.78,34,33,11.5,scattered clouds
495,Inirida,CO,3.8653,-67.9239,72.54,98,81,0.94,broken clouds
496,Camana,PE,-16.6228,-72.7111,61.52,84,38,5.97,scattered clouds
497,Springville,US,40.1652,-111.6107,59.52,41,0,5.75,clear sky
498,Srivardhan,IN,18.0333,73.0167,82.2,75,90,2.24,overcast clouds
499,Laguna,US,38.421,-121.4238,67.78,73,0,3.44,clear sky
500,Pizhma,RU,57.8642,47.1171,45.1,88,100,10.0,overcast clouds
501,San Andres,CO,12.5847,-81.7006,82.42,78,40,4.61,scattered clouds
502,Baghmara,IN,23.795,86.2085,81.97,56,45,4.43,scattered clouds
503,Beberibe,BR,-4.1797,-38.1306,77.18,78,66,14.63,broken clouds
504,Nkhotakota,MW,-12.9274,34.2961,77.86,48,1,1.99,clear sky
505,Biltine,TD,14.5333,20.9167,77.72,26,2,10.87,clear sky
506,Livingston,GB,55.9029,-3.5226,47.12,92,0,3.44,clear sky
507,Mushie,CD,-3.0167,16.9,71.42,95,73,1.45,light rain
508,Seguela,CI,7.9611,-6.6731,69.37,97,52,3.27,broken clouds
509,Pavia,IT,45.1845,9.1615,59.7,93,8,4.61,clear sky
510,Koutsouras,GR,35.0339,25.9469,67.1,73,25,15.66,scattered clouds
511,Baiyin,CN,36.5583,104.2081,60.71,24,1,6.4,clear sky
512,Aguie,NE,13.506,7.7786,77.63,22,1,8.08,clear sky
513,Beyneu,KZ,45.3167,55.2,52.21,60,48,4.94,scattered clouds
514,Keningau,MY,5.3378,116.1602,84.4,68,99,5.28,overcast clouds
515,Chase,CA,50.8165,-119.6857,56.16,44,57,2.44,broken clouds
516,Ulaangom,MN,49.9811,92.0667,44.01,37,100,3.18,overcast clouds
517,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,74,97,17.67,light rain
518,Murfreesboro,US,35.8456,-86.3903,41.92,55,75,4.61,broken clouds
519,Joshimath,IN,30.5667,79.5667,63.72,45,3,7.05,clear sky
520,Shar,KZ,49.5886,81.0453,45.82,63,88,6.02,overcast clouds
521,El Dorado,US,38.7666,-120.5177,64.63,62,100,3.0,overcast clouds
522,Cross Lanes,US,38.4204,-81.7907,39.61,63,100,8.05,overcast clouds
523,Mehamn,NO,71.0357,27.8492,40.95,87,75,26.46,light rain
524,Yar-Sale,RU,66.8333,70.8333,36.64,89,83,14.09,broken clouds
525,Hamadan,IR,34.7992,48.5146,65.43,19,8,1.59,clear sky
526,Wewak,PG,-3.5534,143.6268,84.79,69,92,7.0,light rain
527,Bud,US,39.447,-86.1758,38.86,82,80,13.82,broken clouds
528,Puerto Escondido,MX,15.85,-97.0667,79.63,65,75,6.91,broken clouds
529,Matara,LK,5.9485,80.5353,83.48,72,99,12.41,overcast clouds
530,Barahona,DO,18.2085,-71.1008,77.43,84,5,0.74,light rain
531,Pangnirtung,CA,66.1451,-65.7125,21.81,88,94,8.63,overcast clouds
532,Nelson Bay,AU,-32.7167,152.15,71.65,77,99,20.0,overcast clouds
533,Dawlatabad,AF,36.4141,64.9053,72.25,28,22,1.72,few clouds
534,Sur,OM,22.5667,59.5289,86.58,29,67,6.26,broken clouds
535,Monrovia,LR,6.3005,-10.7969,75.78,87,7,1.5,light rain
536,Palmer,US,42.1584,-72.3287,54.01,83,100,2.57,light rain
537,Andenes,NO,69.3143,16.1194,38.93,81,75,11.5,broken clouds
538,Verkhnyaya Inta,RU,65.9811,60.3094,41.07,91,100,11.63,overcast clouds
539,Jining,CN,35.405,116.5814,64.0,14,0,5.19,clear sky
540,Teahupoo,PF,-17.8333,-149.2667,74.53,81,52,20.29,light rain
541,Xining,CN,36.6167,101.7667,53.01,28,23,2.93,few clouds
542,Sirjan,IR,29.452,55.6814,69.85,12,11,0.4,few clouds
543,Udachnyy,RU,66.4167,112.4,23.45,85,100,0.49,overcast clouds
544,Ola,RU,59.5833,151.2833,26.15,56,98,18.52,overcast clouds
545,Ozinki,RU,51.1786,49.6769,42.31,68,100,12.15,overcast clouds
546,Hambantota,LK,6.1241,81.1185,86.34,74,40,14.97,scattered clouds
547,Salinas,US,36.6777,-121.6555,61.72,74,0,5.75,clear sky
548,Kondinskoye,RU,59.6481,67.41,41.11,89,100,8.46,overcast clouds
549,Santa Marta,CO,11.2408,-74.199,80.89,82,100,4.0,overcast clouds
550,Edmundston,CA,47.3737,-68.3251,51.75,87,100,10.36,overcast clouds
551,Shu,KZ,43.5983,73.7614,52.21,84,100,10.02,overcast clouds
552,Green River,US,41.5286,-109.4662,52.2,34,0,1.1,clear sky
553,Tarnos,FR,43.5417,-1.4628,68.56,94,0,5.75,clear sky
554,Narsaq,GL,60.9167,-46.05,28.62,75,100,6.42,overcast clouds
555,Gien,FR,47.6933,2.6309,58.55,95,37,4.47,scattered clouds
556,Alibag,IN,18.6411,72.8792,82.47,73,99,1.74,overcast clouds
557,Brazzaville,CG,-4.2658,15.2832,74.21,89,79,1.97,broken clouds
558,Whitehorse,CA,60.7161,-135.0538,41.31,81,40,8.01,scattered clouds
559,Ihosy,MG,-22.4,46.1167,68.16,53,15,10.56,few clouds
560,Acapulco,MX,16.8634,-99.8901,79.2,85,87,3.18,moderate rain
561,Dongsheng,CN,39.8161,109.9776,51.76,21,0,8.77,clear sky
562,Belogorsk,RU,50.9158,128.4611,44.31,34,5,14.67,clear sky
563,Koslan,RU,63.4564,48.8989,41.43,81,97,10.42,overcast clouds
564,Pucallpa,PE,-8.3791,-74.5539,72.52,96,90,1.74,overcast clouds
565,Sergeyevka,KZ,53.88,67.4158,43.81,69,89,11.65,overcast clouds
566,Anloga,GH,5.7947,0.8973,78.39,84,49,4.54,light rain
567,Balakhninskiy,RU,58.0106,114.2769,29.97,71,83,2.75,broken clouds
568,Bowen,AU,-20.0167,148.2333,80.24,68,42,14.32,scattered clouds
569,Kitgum,UG,3.2783,32.8867,69.13,88,96,2.75,overcast clouds
570,Gra Liyia,GR,35.0167,25.6833,67.12,73,11,11.99,few clouds
571,Umm Lajj,SA,25.0213,37.2685,83.34,54,13,2.71,few clouds
572,Iberia,US,29.9502,-91.7507,62.06,50,67,13.04,broken clouds
573,High Level,CA,58.5169,-117.136,49.93,59,3,3.87,clear sky
574,Dawei,MM,14.0833,98.2,88.05,50,67,5.73,broken clouds
575,Abu Kamal,SY,34.4506,40.9171,79.12,19,11,6.89,few clouds
576,Bireun,ID,5.203,96.7009,85.19,64,100,6.49,overcast clouds
577,Bubaque,GW,11.2833,-15.8333,80.4,79,63,8.46,broken clouds
578,Rio Bonito,BR,-22.7086,-42.6097,66.51,95,60,1.59,broken clouds
579,Rock Springs,US,41.5875,-109.2029,51.24,37,0,0.0,clear sky
580,Birao,CF,10.2849,22.7882,73.38,79,83,1.07,broken clouds
581,Nizhneudinsk,RU,54.9076,99.0276,50.97,51,77,10.6,broken clouds
582,Minudasht,IR,37.2289,55.3747,68.95,78,100,3.04,overcast clouds
583,Terrace Bay,CA,48.7834,-87.1,30.49,73,100,26.87,overcast clouds
584,Bac Lieu,VN,9.285,105.7244,84.56,67,96,5.23,light rain
585,Funadhoo,MV,6.15,73.2667,81.09,78,99,19.17,overcast clouds
586,Tabuk,PH,17.4189,121.4443,83.35,79,100,4.34,overcast clouds
587,Grindavik,IS,63.8424,-22.4338,41.47,75,75,6.91,broken clouds
588,Kendari,ID,-3.945,122.4989,87.31,63,81,7.34,broken clouds
589,Naya Bazar,IN,27.1333,88.2667,82.6,38,0,5.5,clear sky
590,Craig,US,40.5153,-107.5464,44.22,69,0,0.0,clear sky
591,Liwale,TZ,-9.7667,37.9333,71.11,69,84,3.53,broken clouds
592,Hervey Bay,AU,-25.2986,152.8535,74.01,67,91,8.99,overcast clouds
593,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,51.87,92,100,4.16,overcast clouds
594,San Jose,US,37.3394,-121.895,64.27,78,40,1.99,scattered clouds
595,Guangyuan,CN,32.442,105.823,72.95,46,49,4.41,scattered clouds
596,La Palma,US,33.8464,-118.0467,71.1,83,0,0.0,clear sky
597,Port Shepstone,ZA,-30.7414,30.455,72.12,86,97,7.36,overcast clouds
598,Anadyr,RU,64.75,177.4833,23.5,73,0,2.24,clear sky
599,Leon,MX,21.1167,-101.6667,62.65,72,100,3.6,overcast clouds
600,Bandarbeyla,SO,9.4942,50.8122,79.83,69,1,5.57,clear sky
601,Maunabo,PR,18.0072,-65.8993,76.89,90,49,2.44,scattered clouds
602,Redmond,US,47.674,-122.1215,59.34,85,83,1.01,broken clouds
603,Teguldet,RU,57.3064,88.1667,36.72,96,100,6.29,overcast clouds
604,Kampong Cham,KH,11.9934,105.4635,85.14,65,99,4.65,overcast clouds
605,Khovu-Aksy,RU,51.1333,93.6,42.44,39,100,2.66,overcast clouds
606,Baculin,PH,7.4525,126.5842,84.24,82,91,6.93,overcast clouds
607,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.19,99,86,2.08,overcast clouds
608,Barcelona,ES,41.3888,2.159,69.55,91,20,6.91,few clouds
609,Lyuban,BY,52.7985,28.0048,54.55,81,82,15.21,broken clouds
610,Mecca,SA,21.4267,39.8261,83.01,48,7,3.47,clear sky
611,Hailey,US,43.5196,-114.3153,52.88,27,0,7.09,clear sky
612,Campbellsville,US,37.3434,-85.3419,33.94,56,10,7.74,clear sky
613,Honjo,JP,36.2333,139.1833,63.95,56,100,1.14,overcast clouds
614,Morlaix,FR,48.5833,-4.0,57.25,96,0,9.22,clear sky
615,Ugoofaaru,MV,5.6667,73.0,81.12,79,99,18.45,overcast clouds
616,Sawai Madhopur,IN,25.9833,76.3667,78.76,46,0,4.16,clear sky
617,Araouane,ML,18.9048,-3.5265,82.4,17,0,8.55,clear sky
618,Samarai,PG,-10.6167,150.6667,84.76,74,49,14.79,scattered clouds
619,Kurilsk,RU,45.2333,147.8833,45.82,61,69,19.62,moderate rain
620,Nanga Eboko,CM,4.6833,12.3667,65.98,99,98,1.61,overcast clouds
621,Sinnar,SD,13.5691,33.5672,77.38,72,99,9.55,overcast clouds
622,Honggang,CN,46.4667,124.8667,46.22,24,0,9.22,clear sky
623,Avera,US,33.194,-82.5271,59.05,51,0,10.36,clear sky
624,Davila,PH,18.4726,120.5763,82.67,81,68,20.69,broken clouds
625,Taywarah,AF,33.35,64.4167,52.03,30,6,8.5,clear sky
626,Barabinsk,RU,55.3571,78.357,41.83,73,100,15.66,overcast clouds
627,Tanete,ID,-3.9443,119.7848,89.37,62,65,4.61,broken clouds
628,Isfana,KG,39.8386,69.5306,45.16,54,99,5.32,overcast clouds
629,Sabha,LY,27.0377,14.4283,63.79,59,0,8.57,clear sky
630,Goundam,ML,16.4145,-3.6708,85.57,17,45,6.87,scattered clouds
631,Hitoyoshi,JP,32.2167,130.75,70.65,48,1,8.37,clear sky
632,Ostrov,RU,57.3439,28.3537,44.33,97,100,3.38,overcast clouds
633,Saint-Augustin,CA,51.226,-58.6502,46.15,90,45,6.2,scattered clouds
634,Alyangula,AU,-13.8483,136.4192,86.52,62,51,15.26,broken clouds
635,Misawa,JP,40.6836,141.3597,55.6,49,74,16.4,broken clouds
636,Diamantino,BR,-14.4086,-56.4461,76.84,60,99,0.29,overcast clouds
637,Tomelloso,ES,39.1522,-3.0243,66.52,53,0,7.87,clear sky
638,Baturaja,ID,-4.1333,104.1667,87.21,65,95,3.47,light rain
639,Puerto El Triunfo,SV,13.2833,-88.55,77.31,89,89,1.3,overcast clouds
640,Harper,LR,4.375,-7.7169,75.36,90,93,4.0,moderate rain
641,Kulhudhuffushi,MV,6.6221,73.07,80.65,79,100,23.38,overcast clouds
642,Brigantine,US,39.4101,-74.3646,57.0,84,100,11.5,moderate rain
643,Levelland,US,33.5873,-102.378,52.95,77,97,5.93,overcast clouds
644,Marfino,RU,55.7028,37.3822,43.88,90,75,6.71,broken clouds
645,Novolugovoye,RU,54.9792,83.1138,41.95,67,99,13.27,overcast clouds
646,Port Hedland,AU,-20.3167,118.5667,93.25,10,3,12.66,clear sky
647,Blythe,US,33.6103,-114.5964,76.39,37,0,2.8,clear sky
648,Iroquois Falls,CA,48.7669,-80.6831,39.79,97,100,14.7,moderate rain
649,Slave Lake,CA,55.2834,-114.769,40.98,87,0,3.44,clear sky
650,Betsiamites,CA,48.9413,-68.646,46.49,85,65,12.84,broken clouds
651,Zyryanka,RU,65.75,150.85,9.32,90,79,6.33,broken clouds
652,Atar,MR,20.5169,-13.0499,86.94,10,52,8.84,broken clouds
653,Miquelon,PM,47.0975,-56.3814,51.8,91,92,11.79,overcast clouds
654,Bonthe,SL,7.5264,-12.505,76.39,87,52,1.72,broken clouds
655,Elko,US,41.0002,-115.5012,53.64,20,0,5.01,clear sky
656,Hlohovec,SK,48.4317,17.8031,57.42,72,22,4.63,few clouds
657,Madinat Sittah Uktubar,EG,29.8167,31.05,69.4,64,0,4.68,clear sky
658,Jackson,US,42.4165,-122.8345,62.04,63,0,1.01,clear sky
659,Clarence Town,AU,-32.5833,151.7833,73.15,77,100,3.18,overcast clouds
660,Palembang,ID,-2.9167,104.7458,87.89,66,40,3.44,scattered clouds
661,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.01,93,98,1.43,light rain
662,Brejo Santo,BR,-7.4933,-38.9872,71.67,67,51,2.84,broken clouds
663,Cajuru,BR,-21.2753,-47.3042,68.67,61,95,4.94,overcast clouds
664,Candolim,IN,15.5181,73.7626,82.49,76,76,6.22,broken clouds
665,Baherden,TM,38.4362,57.4316,64.38,49,51,4.43,broken clouds
666,Ambilobe,MG,-13.2,49.05,81.82,38,11,5.5,few clouds
667,Abay,KZ,49.6311,72.8539,39.58,53,98,7.4,overcast clouds
668,Yuanping,CN,38.7153,112.7575,56.12,15,0,3.6,clear sky
669,Luba,GQ,3.4568,8.5547,79.81,82,100,4.09,light rain
670,Misratah,LY,32.3754,15.0925,72.32,57,63,7.0,broken clouds
671,Ndele,CF,8.4109,20.6473,69.57,88,87,2.89,overcast clouds
672,Liuzhou,CN,24.3126,109.3892,81.3,24,48,20.33,scattered clouds
673,Vetrisoaia,RO,46.43,28.2083,45.68,62,4,4.14,clear sky
674,San Rafael,AR,-34.6177,-68.3301,51.66,84,100,13.85,light rain
675,Novosil,RU,52.9739,37.0405,42.01,94,90,9.53,overcast clouds
676,Eganville,CA,45.5334,-77.0994,42.51,98,76,4.72,broken clouds
677,Honiara,SB,-9.4333,159.95,83.68,72,55,2.39,broken clouds
678,Abu Samrah,SY,35.3029,37.1841,68.38,72,4,5.73,clear sky
679,Oranjestad,AW,12.524,-70.027,82.35,85,20,10.36,few clouds
680,Lagoa,PT,39.05,-27.9833,60.21,66,100,25.7,light rain
681,Maryborough,AU,-25.5333,152.7,74.1,58,98,8.46,overcast clouds
682,Leeuwarden,NL,53.2014,5.8086,55.4,97,20,5.75,fog
683,Catania,IT,37.5021,15.0872,62.47,61,0,9.22,clear sky
684,San Quintin,MX,30.4833,-115.95,66.94,86,0,8.48,clear sky
685,Qingyuan,CN,23.7,113.0333,75.18,32,100,16.17,overcast clouds
